id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
5869,Athletico-PR,Cruzeiro,0,2,A,2017
5870,Vitoria,Vasco,1,4,A,2017
5871,Sao Paulo,Atletico-GO,2,2,D,2017
5872,Sport,Chapecoense,3,0,H,2017
5873,Flamengo,Gremio,0,1,A,2017
5874,Avai,Coritiba,1,4,A,2017
5875,Corinthians,Athletico-PR,2,2,D,2017
5876,Palmeiras,Vitoria,4,2,H,2017
5877,Vasco,Santos,0,0,D,2017
5878,Atletico-GO,Atletico-MG,1,2,A,2017
5879,Chapecoense,Sao Paulo,2,0,H,2017
5880,Cruzeiro,Flamengo,1,1,D,2017
5881,Gremio,Ponte Preta,3,1,H,2017
5882,Bahia,Avai,1,1,D,2017
5883,Coritiba,Fluminense,1,2,A,2017
5884,Botafogo-RJ,Sport,2,1,H,2017
5885,Vitoria,Gremio,1,3,A,2017
5886,Santos,Chapecoense,1,0,H,2017
5887,Avai,Corinthians,0,0,D,2017
5888,Ponte Preta,Coritiba,4,0,H,2017
5889,Atletico-MG,Bahia,0,2,A,2017
5890,Sao Paulo,Vasco,1,0,H,2017
5891,Flamengo,Palmeiras,2,2,D,2017
5892,Fluminense,Cruzeiro,1,1,D,2017
5893,Sport,Atletico-GO,4,0,H,2017
5894,Athletico-PR,Botafogo-RJ,0,0,D,2017
5895,Vitoria,Chapecoense,1,2,A,2017
5896,Flamengo,Coritiba,2,1,H,2017
5897,Santos,Bahia,3,0,H,2017
5898,Avai,Cruzeiro,1,0,H,2017
5899,Sport,Palmeiras,0,2,A,2017
5900,Fluminense,Corinthians,0,1,A,2017
5901,Athletico-PR,Ponte Preta,0,2,A,2017
5902,Atletico-GO,Botafogo-RJ,1,1,D,2017
5903,Atletico-MG,Vasco,1,2,A,2017
5904,Sao Paulo,Gremio,1,1,D,2017
5905,Botafogo-RJ,Sao Paulo,3,4,A,2017
5906,Palmeiras,Avai,2,0,H,2017
5907,Chapecoense,Atletico-GO,1,2,A,2017
5908,Coritiba,Atletico-MG,0,2,A,2017
5909,Bahia,Sport,1,3,A,2017
5910,Corinthians,Flamengo,1,1,D,2017
5911,Gremio,Santos,1,1,D,2017
5912,Cruzeiro,Vitoria,0,0,D,2017
5913,Vasco,Athletico-PR,0,1,A,2017
5914,Sport,Fluminense,2,2,D,2017
5915,Chapecoense,Bahia,1,1,D,2017
5916,Atletico-MG,Corinthians,0,2,A,2017
5917,Vitoria,Ponte Preta,3,1,H,2017
5918,Santos,Flamengo,3,2,H,2017
5919,Atletico-GO,Gremio,0,1,A,2017
5920,Botafogo-RJ,Palmeiras,1,2,A,2017
5921,Athletico-PR,Avai,5,0,H,2017
5922,Sao Paulo,Coritiba,1,2,A,2017
5923,Vasco,Cruzeiro,0,3,A,2017
5924,Corinthians,Sport,3,1,H,2017
5925,Fluminense,Atletico-GO,3,1,H,2017
5926,Flamengo,Vitoria,0,2,A,2017
5927,Cruzeiro,Botafogo-RJ,0,0,D,2017
5928,Gremio,Atletico-MG,2,0,H,2017
5929,Coritiba,Chapecoense,2,0,H,2017
5930,Palmeiras,Athletico-PR,0,1,A,2017
5931,Bahia,Sao Paulo,2,1,H,2017
5932,Avai,Santos,0,0,D,2017
5933,Ponte Preta,Vasco,0,0,D,2017
5934,Ponte Preta,Fluminense,0,0,D,2017
5935,Atletico-GO,Coritiba,1,0,H,2017
5936,Vitoria,Avai,0,1,A,2017
5937,Sao Paulo,Cruzeiro,3,2,H,2017
5938,Sport,Ponte Preta,0,0,D,2017
5939,Atletico-MG,Flamengo,2,0,H,2017
5940,Vasco,Palmeiras,1,1,D,2017
5941,Athletico-PR,Bahia,4,1,H,2017
5942,Botafogo-RJ,Gremio,1,0,H,2017
5943,Santos,Fluminense,0,0,D,2017
5944,Corinthians,Vitoria,0,1,A,2017
5945,Flamengo,Atletico-GO,2,0,H,2017
5946,Gremio,Athletico-PR,0,0,D,2017
5947,Avai,Sao Paulo,1,1,D,2017
5948,Bahia,Vasco,3,0,H,2017
5949,Cruzeiro,Sport,2,0,H,2017
5950,Ponte Preta,Botafogo-RJ,2,1,H,2017
5951,Coritiba,Santos,0,0,D,2017
5952,Palmeiras,Chapecoense,0,2,A,2017
5953,Fluminense,Atletico-MG,2,1,H,2017
5954,Chapecoense,Corinthians,0,1,A,2017
5955,Fluminense,Vasco,0,1,A,2017
5956,Corinthians,Atletico-GO,0,1,A,2017
5957,Ponte Preta,Atletico-MG,1,2,A,2017
5958,Palmeiras,Sao Paulo,4,2,H,2017
5959,Bahia,Botafogo-RJ,1,2,A,2017
5960,Flamengo,Athletico-PR,2,0,H,2017
5961,Cruzeiro,Santos,1,1,D,2017
5962,Avai,Chapecoense,1,0,H,2017
5963,Coritiba,Vitoria,0,1,A,2017
5964,Gremio,Sport,5,0,H,2017
5965,Atletico-MG,Palmeiras,1,1,D,2017
5966,Vasco,Gremio,1,0,H,2017
5967,Sao Paulo,Ponte Preta,2,2,D,2017
5968,Athletico-PR,Coritiba,1,1,D,2017
5969,Santos,Corinthians,2,0,H,2017
5970,Sport,Avai,0,1,A,2017
5971,Vitoria,Fluminense,2,2,D,2017
5972,Chapecoense,Cruzeiro,1,2,A,2017
5973,Botafogo-RJ,Flamengo,2,0,H,2017
5974,Atletico-GO,Bahia,1,1,D,2017
5975,Botafogo-RJ,Santos,2,0,H,2017
5976,Ponte Preta,Atletico-GO,1,3,A,2017
5977,Avai,Atletico-MG,1,1,D,2017
5978,Gremio,Chapecoense,0,1,A,2017
5979,Corinthians,Vasco,1,0,H,2017
5980,Athletico-PR,Fluminense,3,1,H,2017
5981,Vitoria,Sao Paulo,1,2,A,2017
5982,Flamengo,Sport,2,0,H,2017
5983,Cruzeiro,Bahia,1,0,H,2017
5984,Palmeiras,Coritiba,1,0,H,2017
5985,Flamengo,Avai,1,1,D,2017
5986,Santos,Athletico-PR,1,0,H,2017
5987,Sao Paulo,Corinthians,1,1,D,2017
5988,Chapecoense,Ponte Preta,1,0,H,2017
5989,Coritiba,Botafogo-RJ,2,3,A,2017
5990,Atletico-GO,Cruzeiro,1,2,A,2017
5991,Fluminense,Palmeiras,0,1,A,2017
5992,Atletico-MG,Vitoria,1,3,A,2017
5993,Bahia,Gremio,1,0,H,2017
5994,Sport,Vasco,1,1,D,2017
5995,Vasco,Chapecoense,1,1,D,2017
5996,Bahia,Coritiba,1,1,D,2017
5997,Palmeiras,Santos,0,1,A,2017
5998,Cruzeiro,Corinthians,1,1,D,2017
5999,Botafogo-RJ,Vitoria,2,3,A,2017
6000,Sao Paulo,Sport,1,0,H,2017
6001,Gremio,Fluminense,1,0,H,2017
6002,Avai,Atletico-GO,0,2,A,2017
6003,Athletico-PR,Atletico-MG,0,2,A,2017
6004,Ponte Preta,Flamengo,1,0,H,2017
6005,Cruzeiro,Ponte Preta,2,1,H,2017
6006,Athletico-PR,Atletico-GO,2,2,D,2017
6007,Botafogo-RJ,Chapecoense,2,1,H,2017
6008,Corinthians,Coritiba,3,1,H,2017
6009,Gremio,Cruzeiro,0,1,A,2017
6010,Avai,Vasco,1,2,A,2017
6011,Atletico-MG,Sao Paulo,1,0,H,2017
6012,Vitoria,Sport,1,2,A,2017
6013,Flamengo,Fluminense,1,1,D,2017
6014,Ponte Preta,Santos,1,1,D,2017
6015,Palmeiras,Bahia,2,2,D,2017
6016,Vasco,Botafogo-RJ,1,0,H,2017
6017,Sao Paulo,Athletico-PR,2,1,H,2017
6018,Chapecoense,Flamengo,0,1,A,2017
6019,Atletico-GO,Palmeiras,1,3,A,2017
6020,Fluminense,Avai,1,0,H,2017
6021,Sport,Atletico-MG,1,1,D,2017
6022,Coritiba,Gremio,0,1,A,2017
6023,Bahia,Corinthians,2,0,H,2017
6024,Santos,Vitoria,2,2,D,2017
6025,Atletico-GO,Vasco,0,1,A,2017
6026,Coritiba,Cruzeiro,1,0,H,2017
6027,Atletico-MG,Chapecoense,2,3,A,2017
6028,Avai,Botafogo-RJ,1,1,D,2017
6029,Fluminense,Sao Paulo,3,1,H,2017
6030,Corinthians,Gremio,0,0,D,2017
6031,Vitoria,Athletico-PR,2,3,A,2017
6032,Palmeiras,Ponte Preta,2,0,H,2017
6033,Flamengo,Bahia,4,1,H,2017
6034,Sport,Santos,1,1,D,2017
6035,Vasco,Coritiba,1,1,D,2017
6036,Santos,Atletico-GO,1,0,H,2017
6037,Bahia,Vitoria,2,1,H,2017
6038,Gremio,Palmeiras,1,3,A,2017
6039,Sao Paulo,Flamengo,2,0,H,2017
6040,Athletico-PR,Sport,2,1,H,2017
6041,Cruzeiro,Atletico-MG,1,3,A,2017
6042,Chapecoense,Fluminense,2,0,H,2017
6043,Ponte Preta,Avai,1,2,A,2017
6044,Botafogo-RJ,Corinthians,2,1,H,2017
6045,Sao Paulo,Santos,2,1,H,2017
6046,Flamengo,Vasco,0,0,D,2017
6047,Athletico-PR,Chapecoense,0,0,D,2017
6048,Ponte Preta,Corinthians,1,0,H,2017
6049,Fluminense,Bahia,1,1,D,2017
6050,Atletico-MG,Botafogo-RJ,0,0,D,2017
6051,Vitoria,Atletico-GO,1,1,D,2017
6052,Sport,Coritiba,3,4,A,2017
6053,Avai,Gremio,2,2,D,2017
6054,Palmeiras,Cruzeiro,2,2,D,2017
6055,Santos,Atletico-MG,3,1,H,2017
6056,Botafogo-RJ,Fluminense,1,2,A,2017
6057,Atletico-GO,Sao Paulo,0,1,A,2017
6058,Coritiba,Avai,4,0,H,2017
6059,Corinthians,Palmeiras,3,2,H,2017
6060,Cruzeiro,Athletico-PR,1,0,H,2017
6061,Gremio,Flamengo,3,1,H,2017
6062,Bahia,Ponte Preta,2,0,H,2017
6063,Vasco,Vitoria,1,1,D,2017
6064,Chapecoense,Sport,1,1,D,2017
6065,Ponte Preta,Gremio,0,1,A,2017
6066,Avai,Bahia,1,2,A,2017
6067,Sport,Botafogo-RJ,1,2,A,2017
6068,Athletico-PR,Corinthians,0,1,A,2017
6069,Santos,Vasco,1,2,A,2017
6070,Flamengo,Cruzeiro,2,0,H,2017
6071,Vitoria,Palmeiras,3,1,H,2017
6072,Sao Paulo,Chapecoense,2,2,D,2017
6073,Atletico-MG,Atletico-GO,3,2,H,2017
6074,Fluminense,Coritiba,2,2,D,2017
6075,Botafogo-RJ,Athletico-PR,0,1,A,2017
6076,Corinthians,Avai,1,0,H,2017
6077,Vasco,Sao Paulo,1,1,D,2017
6078,Palmeiras,Flamengo,2,0,H,2017
6079,Atletico-GO,Sport,2,0,H,2017
6080,Gremio,Vitoria,1,1,D,2017
6081,Bahia,Atletico-MG,2,2,D,2017
6082,Cruzeiro,Fluminense,3,1,H,2017
6083,Coritiba,Ponte Preta,1,1,D,2017
6084,Chapecoense,Santos,2,0,H,2017
6085,Ponte Preta,Athletico-PR,2,1,H,2017
6086,Cruzeiro,Avai,2,2,D,2017
6087,Gremio,Sao Paulo,1,0,H,2017
6088,Vasco,Atletico-MG,1,1,D,2017
6089,Corinthians,Fluminense,3,1,H,2017
6090,Botafogo-RJ,Atletico-GO,1,2,A,2017
6091,Chapecoense,Vitoria,2,1,H,2017
6092,Palmeiras,Sport,5,1,H,2017
6093,Coritiba,Flamengo,1,0,H,2017
6094,Bahia,Santos,3,1,H,2017
6095,Sport,Bahia,1,0,H,2017
6096,Flamengo,Corinthians,3,0,H,2017
6097,Vitoria,Cruzeiro,1,1,D,2017
6098,Atletico-GO,Chapecoense,1,1,D,2017
6099,Sao Paulo,Botafogo-RJ,0,0,D,2017
6100,Athletico-PR,Vasco,3,1,H,2017
6101,Atletico-MG,Coritiba,3,0,H,2017
6102,Santos,Gremio,1,0,H,2017
6103,Fluminense,Ponte Preta,2,0,H,2017
6104,Avai,Palmeiras,2,1,H,2017
6105,Fluminense,Sport,1,2,A,2017
6106,Avai,Athletico-PR,1,0,H,2017
6107,Corinthians,Atletico-MG,2,2,D,2017
6108,Ponte Preta,Vitoria,2,3,A,2017
6109,Coritiba,Sao Paulo,1,2,A,2017
6110,Cruzeiro,Vasco,0,1,A,2017
6111,Gremio,Atletico-GO,1,1,D,2017
6112,Flamengo,Santos,1,2,A,2017
6113,Bahia,Chapecoense,0,1,A,2017
6114,Palmeiras,Botafogo-RJ,2,0,H,2017
6115,Atletico-MG,Gremio,4,3,H,2017
6116,Botafogo-RJ,Cruzeiro,2,2,D,2017
6117,Santos,Avai,1,1,D,2017
6118,Sport,Corinthians,1,0,H,2017
6119,Vitoria,Flamengo,1,2,A,2017
6120,Atletico-GO,Fluminense,1,1,D,2017
6121,Sao Paulo,Bahia,1,1,D,2017
6122,Chapecoense,Coritiba,2,1,H,2017
6123,Vasco,Ponte Preta,2,1,H,2017
6124,Athletico-PR,Palmeiras,3,0,H,2017
6125,Cruzeiro,Gremio,0,1,A,2018
6126,Vitoria,Flamengo,2,2,D,2018
6127,Santos,Ceara,2,0,H,2018
6128,America-MG,Sport,3,0,H,2018
6129,Vasco,Atletico-MG,2,1,H,2018
6130,Internacional,Bahia,2,0,H,2018
6131,Corinthians,Fluminense,2,1,H,2018
6132,Athletico-PR,Chapecoense,5,1,H,2018
6133,Sao Paulo,Parana,1,0,H,2018
6134,Botafogo-RJ,Palmeiras,1,1,D,2018
6135,Bahia,Santos,1,0,H,2018
6136,Flamengo,America-MG,2,0,H,2018
6137,Parana,Corinthians,0,4,A,2018
6138,Ceara,Sao Paulo,0,0,D,2018
6139,Atletico-MG,Vitoria,2,1,H,2018
6140,Fluminense,Cruzeiro,1,0,H,2018
6141,Chapecoense,Vasco,1,1,D,2018
6142,Palmeiras,Internacional,1,0,H,2018
6143,Gremio,Athletico-PR,0,0,D,2018
6144,Sport,Botafogo-RJ,1,1,D,2018
6145,Botafogo-RJ,Gremio,2,1,H,2018
6146,Bahia,Athletico-PR,0,0,D,2018
6147,Ceara,Flamengo,0,3,A,2018
6148,Palmeiras,Chapecoense,0,0,D,2018
6149,Parana,Sport,1,2,A,2018
6150,Atletico-MG,Corinthians,1,0,H,2018
6151,Fluminense,Sao Paulo,1,1,D,2018
6152,Internacional,Cruzeiro,0,0,D,2018
6153,America-MG,Vitoria,2,1,H,2018
6154,Vasco,America-MG,4,1,H,2018
6155,Sao Paulo,Atletico-MG,2,2,D,2018
6156,Corinthians,Ceara,1,1,D,2018
6157,Flamengo,Internacional,2,0,H,2018
6158,Cruzeiro,Botafogo-RJ,1,0,H,2018
6159,Athletico-PR,Palmeiras,1,3,A,2018
6160,Vitoria,Fluminense,1,2,A,2018
6161,Gremio,Santos,5,1,H,2018
6162,Sport,Bahia,2,0,H,2018
6163,Chapecoense,Parana,1,1,D,2018
6164,Gremio,Internacional,0,0,D,2018
6165,Cruzeiro,Sport,2,0,H,2018
6166,Athletico-PR,Atletico-MG,1,2,A,2018
6167,Vasco,Vitoria,2,3,A,2018
6168,Corinthians,Palmeiras,1,0,H,2018
6169,Bahia,Sao Paulo,2,2,D,2018
6170,Chapecoense,Flamengo,3,2,H,2018
6171,Santos,Parana,3,1,H,2018
6172,Botafogo-RJ,Fluminense,2,1,H,2018
6173,Ceara,America-MG,2,2,D,2018
6174,Atletico-MG,Cruzeiro,1,0,H,2018
6175,Flamengo,Vasco,1,1,D,2018
6176,Palmeiras,Bahia,3,0,H,2018
6177,Vitoria,Ceara,2,1,H,2018
6178,Sao Paulo,Santos,1,0,H,2018
6179,America-MG,Botafogo-RJ,1,0,H,2018
6180,Parana,Gremio,0,0,D,2018
6181,Sport,Corinthians,1,1,D,2018
6182,Fluminense,Athletico-PR,2,0,H,2018
6183,Internacional,Chapecoense,3,0,H,2018
6184,Fluminense,Chapecoense,3,1,H,2018
6185,Palmeiras,Sport,2,3,A,2018
6186,Atletico-MG,Flamengo,0,1,A,2018
6187,Parana,Athletico-PR,0,0,D,2018
6188,Internacional,Corinthians,2,1,H,2018
6189,Bahia,Vasco,3,0,H,2018
6190,Santos,Cruzeiro,0,1,A,2018
6191,Botafogo-RJ,Vitoria,1,1,D,2018
6192,Ceara,Gremio,0,1,A,2018
6193,America-MG,Sao Paulo,1,3,A,2018
6194,Vasco,Parana,1,0,H,2018
6195,Vitoria,Internacional,2,3,A,2018
6196,Sport,Atletico-MG,3,2,H,2018
6197,Chapecoense,Ceara,2,0,H,2018
6198,Sao Paulo,Botafogo-RJ,3,2,H,2018
6199,Gremio,Fluminense,0,0,D,2018
6200,Cruzeiro,Palmeiras,1,0,H,2018
6201,Flamengo,Bahia,2,0,H,2018
6202,Corinthians,America-MG,1,0,H,2018
6203,Athletico-PR,Santos,2,0,H,2018
6204,Internacional,Sport,0,0,D,2018
6205,Atletico-MG,Chapecoense,3,3,D,2018
6206,Vasco,Botafogo-RJ,1,2,A,2018
6207,Palmeiras,Sao Paulo,3,1,H,2018
6208,Flamengo,Corinthians,1,0,H,2018
6209,Bahia,Gremio,0,2,A,2018
6210,America-MG,Athletico-PR,3,1,H,2018
6211,Santos,Vitoria,5,2,H,2018
6212,Ceara,Cruzeiro,0,1,A,2018
6213,Parana,Fluminense,2,1,H,2018
6214,Sao Paulo,Internacional,0,0,D,2018
6215,Vitoria,Chapecoense,1,0,H,2018
6216,Botafogo-RJ,Ceara,0,0,D,2018
6217,Corinthians,Santos,1,1,D,2018
6218,Sport,Athletico-PR,1,0,H,2018
6219,Gremio,Palmeiras,0,2,A,2018
6220,Cruzeiro,Vasco,1,1,D,2018
6221,Parana,Bahia,1,0,H,2018
6222,Fluminense,Flamengo,0,2,A,2018
6223,America-MG,Atletico-MG,1,3,A,2018
6224,Athletico-PR,Sao Paulo,0,1,A,2018
6225,Chapecoense,Cruzeiro,2,0,H,2018
6226,Vasco,Sport,3,2,H,2018
6227,Corinthians,Vitoria,0,0,D,2018
6228,Atletico-MG,Fluminense,5,2,H,2018
6229,Bahia,Botafogo-RJ,3,3,D,2018
6230,Gremio,America-MG,1,0,H,2018
6231,Ceara,Palmeiras,2,2,D,2018
6232,Flamengo,Parana,2,0,H,2018
6233,Santos,Internacional,1,2,A,2018
6234,Sao Paulo,Vitoria,3,0,H,2018
6235,America-MG,Chapecoense,0,0,D,2018
6236,Fluminense,Santos,0,1,A,2018
6237,Sport,Gremio,0,0,D,2018
6238,Parana,Cruzeiro,1,1,D,2018
6239,Palmeiras,Flamengo,1,1,D,2018
6240,Botafogo-RJ,Athletico-PR,2,0,H,2018
6241,Bahia,Corinthians,1,0,H,2018
6242,Internacional,Vasco,3,1,H,2018
6243,Atletico-MG,Ceara,2,1,H,2018
6244,Ceara,Sport,1,0,H,2018
6245,Vitoria,Parana,1,0,H,2018
6246,Corinthians,Botafogo-RJ,2,0,H,2018
6247,Gremio,Atletico-MG,2,0,H,2018
6248,Flamengo,Sao Paulo,0,1,A,2018
6249,Chapecoense,Bahia,1,1,D,2018
6250,Cruzeiro,America-MG,3,1,H,2018
6251,Vasco,Fluminense,1,1,D,2018
6252,Santos,Palmeiras,1,1,D,2018
6253,Athletico-PR,Internacional,2,2,D,2018
6254,Flamengo,Botafogo-RJ,2,0,H,2018
6255,Sao Paulo,Corinthians,3,1,H,2018
6256,Vasco,Gremio,1,0,H,2018
6257,Palmeiras,Atletico-MG,3,2,H,2018
6258,Parana,America-MG,1,0,H,2018
6259,Bahia,Vitoria,4,1,H,2018
6260,Sport,Fluminense,1,2,A,2018
6261,Cruzeiro,Athletico-PR,2,1,H,2018
6262,Chapecoense,Santos,0,0,D,2018
6263,Internacional,Ceara,1,0,H,2018
6264,Fluminense,Palmeiras,1,0,H,2018
6265,Atletico-MG,Parana,2,0,H,2018
6266,Corinthians,Cruzeiro,2,0,H,2018
6267,Santos,Flamengo,1,1,D,2018
6268,Botafogo-RJ,Chapecoense,1,0,H,2018
6269,Vitoria,Sport,1,0,H,2018
6270,Gremio,Sao Paulo,2,1,H,2018
6271,America-MG,Internacional,2,1,H,2018
6272,Ceara,Fluminense,1,0,H,2018
6273,Palmeiras,Parana,3,0,H,2018
6274,Vasco,Corinthians,1,4,A,2018
6275,Flamengo,Sport,4,1,H,2018
6276,Athletico-PR,Vitoria,4,0,H,2018
6277,Internacional,Botafogo-RJ,3,0,H,2018
6278,Cruzeiro,Sao Paulo,0,2,A,2018
6279,Santos,America-MG,0,1,A,2018
6280,Chapecoense,Gremio,1,1,D,2018
6281,Bahia,Atletico-MG,2,2,D,2018
6282,Botafogo-RJ,Santos,0,0,D,2018
6283,Gremio,Flamengo,2,0,H,2018
6284,Corinthians,Athletico-PR,0,0,D,2018
6285,Vitoria,Cruzeiro,1,1,D,2018
6286,Parana,Ceara,0,1,A,2018
6287,America-MG,Palmeiras,0,0,D,2018
6288,Sao Paulo,Vasco,2,1,H,2018
6289,Fluminense,Bahia,1,1,D,2018
6290,Sport,Chapecoense,1,1,D,2018
6291,Atletico-MG,Internacional,0,1,A,2018
6292,Ceara,Santos,1,1,D,2018
6293,Ceara,Athletico-PR,0,0,D,2018
6294,Bahia,America-MG,1,0,H,2018
6295,Parana,Botafogo-RJ,1,1,D,2018
6296,Atletico-MG,Santos,3,1,H,2018
6297,Sport,Sao Paulo,1,3,A,2018
6298,Flamengo,Cruzeiro,1,0,H,2018
6299,Chapecoense,Corinthians,2,1,H,2018
6300,Gremio,Vitoria,4,0,H,2018
6301,Palmeiras,Vasco,1,0,H,2018
6302,Fluminense,Internacional,0,3,A,2018
6303,Santos,Sport,3,0,H,2018
6304,Corinthians,Gremio,0,1,A,2018
6305,Athletico-PR,Flamengo,3,0,H,2018
6306,Internacional,Parana,1,0,H,2018
6307,Vitoria,Palmeiras,0,3,A,2018
6308,Botafogo-RJ,Atletico-MG,0,3,A,2018
6309,Cruzeiro,Bahia,1,1,D,2018
6310,America-MG,Fluminense,0,0,D,2018
6311,Sao Paulo,Chapecoense,2,0,H,2018
6312,Vasco,Ceara,1,1,D,2018
6313,Bahia,Internacional,0,1,A,2018
6314,Parana,Sao Paulo,1,1,D,2018
6315,Palmeiras,Botafogo-RJ,2,0,H,2018
6316,Sport,America-MG,0,2,A,2018
6317,Fluminense,Corinthians,1,0,H,2018
6318,Gremio,Cruzeiro,1,1,D,2018
6319,Flamengo,Vitoria,1,0,H,2018
6320,Atletico-MG,Vasco,0,0,D,2018
6321,Santos,Bahia,2,0,H,2018
6322,Corinthians,Parana,1,0,H,2018
6323,Athletico-PR,Gremio,2,1,H,2018
6324,Cruzeiro,Fluminense,2,1,H,2018
6325,Botafogo-RJ,Sport,2,0,H,2018
6326,Sao Paulo,Ceara,1,0,H,2018
6327,America-MG,Flamengo,2,2,D,2018
6328,Internacional,Palmeiras,0,0,D,2018
6329,Vitoria,Atletico-MG,1,0,H,2018
6330,Vasco,Chapecoense,3,1,H,2018
6331,Ceara,Bahia,0,2,A,2018
6332,Athletico-PR,Vasco,1,0,H,2018
6333,Vitoria,America-MG,1,0,H,2018
6334,Gremio,Botafogo-RJ,4,0,H,2018
6335,Vasco,Santos,0,3,A,2018
6336,Corinthians,Atletico-MG,1,1,D,2018
6337,Flamengo,Ceara,0,1,A,2018
6338,Athletico-PR,Bahia,2,0,H,2018
6339,Sport,Parana,1,0,H,2018
6340,Sao Paulo,Fluminense,1,1,D,2018
6341,Cruzeiro,Internacional,0,0,D,2018
6342,Chapecoense,Palmeiras,1,2,A,2018
6343,Bahia,Sport,2,0,H,2018
6344,Botafogo-RJ,Cruzeiro,1,1,D,2018
6345,Ceara,Corinthians,2,1,H,2018
6346,Palmeiras,Athletico-PR,2,0,H,2018
6347,Parana,Chapecoense,1,1,D,2018
6348,Atletico-MG,Sao Paulo,1,0,H,2018
6349,Internacional,Flamengo,2,1,H,2018
6350,Santos,Gremio,0,0,D,2018
6351,Fluminense,Vitoria,0,0,D,2018
6352,America-MG,Vasco,2,1,H,2018
6353,Sport,Cruzeiro,0,0,D,2018
6354,Sao Paulo,Bahia,1,0,H,2018
6355,Flamengo,Chapecoense,2,0,H,2018
6356,America-MG,Ceara,0,0,D,2018
6357,Palmeiras,Corinthians,1,0,H,2018
6358,Fluminense,Botafogo-RJ,1,0,H,2018
6359,Internacional,Gremio,1,0,H,2018
6360,Parana,Santos,0,2,A,2018
6361,Vitoria,Vasco,1,0,H,2018
6362,Atletico-MG,Athletico-PR,3,1,H,2018
6363,Chapecoense,Athletico-PR,2,1,H,2018
6364,Ceara,Vitoria,2,0,H,2018
6365,Gremio,Parana,2,0,H,2018
6366,Vasco,Flamengo,1,1,D,2018
6367,Botafogo-RJ,America-MG,1,0,H,2018
6368,Cruzeiro,Atletico-MG,0,0,D,2018
6369,Bahia,Palmeiras,1,1,D,2018
6370,Athletico-PR,Fluminense,3,1,H,2018
6371,Santos,Sao Paulo,0,0,D,2018
6372,Corinthians,Sport,2,1,H,2018
6373,Chapecoense,Internacional,2,1,H,2018
6374,Sao Paulo,America-MG,1,1,D,2018
6375,Gremio,Ceara,3,2,H,2018
6376,Athletico-PR,Parana,3,0,H,2018
6377,Flamengo,Atletico-MG,2,1,H,2018
6378,Corinthians,Internacional,1,1,D,2018
6379,Sport,Palmeiras,0,1,A,2018
6380,Vitoria,Botafogo-RJ,3,4,A,2018
6381,Cruzeiro,Santos,2,1,H,2018
6382,Chapecoense,Fluminense,1,2,A,2018
6383,Vasco,Bahia,2,1,H,2018
6384,Santos,Vasco,1,1,D,2018
6385,Fluminense,Gremio,0,1,A,2018
6386,America-MG,Corinthians,0,0,D,2018
6387,Bahia,Flamengo,0,0,D,2018
6388,Palmeiras,Cruzeiro,3,1,H,2018
6389,Atletico-MG,Sport,5,2,H,2018
6390,Santos,Athletico-PR,1,0,H,2018
6391,Botafogo-RJ,Sao Paulo,2,2,D,2018
6392,Internacional,Vitoria,2,1,H,2018
6393,Ceara,Chapecoense,3,1,H,2018
6394,Parana,Vasco,1,1,D,2018
6395,Sport,Internacional,2,1,H,2018
6396,Corinthians,Flamengo,0,3,A,2018
6397,Vitoria,Santos,0,1,A,2018
6398,Athletico-PR,America-MG,4,0,H,2018
6399,Chapecoense,Atletico-MG,1,0,H,2018
6400,Sao Paulo,Palmeiras,0,2,A,2018
6401,Gremio,Bahia,2,2,D,2018
6402,Fluminense,Parana,4,0,H,2018
6403,Botafogo-RJ,Vasco,1,1,D,2018
6404,Flamengo,Fluminense,3,0,H,2018
6405,Santos,Corinthians,1,0,H,2018
6406,Bahia,Parana,2,0,H,2018
6407,Chapecoense,Vitoria,0,1,A,2018
6408,Vasco,Cruzeiro,2,0,H,2018
6409,Internacional,Sao Paulo,3,1,H,2018
6410,Palmeiras,Gremio,2,0,H,2018
6411,Atletico-MG,America-MG,0,0,D,2018
6412,Athletico-PR,Sport,4,0,H,2018
6413,Ceara,Botafogo-RJ,0,0,D,2018
6414,America-MG,Gremio,1,1,D,2018
6415,Botafogo-RJ,Bahia,0,1,A,2018
6416,Sao Paulo,Athletico-PR,0,0,D,2018
6417,Sport,Vasco,2,1,H,2018
6418,Vitoria,Corinthians,2,2,D,2018
6419,Fluminense,Atletico-MG,1,0,H,2018
6420,Palmeiras,Ceara,2,1,H,2018
6421,Cruzeiro,Chapecoense,3,0,H,2018
6422,Parana,Flamengo,0,4,A,2018
6423,Internacional,Santos,2,2,D,2018
6424,Cruzeiro,Ceara,0,2,A,2018
6425,Vitoria,Sao Paulo,0,1,A,2018
6426,Vasco,Internacional,1,1,D,2018
6427,Santos,Fluminense,3,0,H,2018
6428,Gremio,Sport,3,4,A,2018
6429,Corinthians,Bahia,2,1,H,2018
6430,Chapecoense,America-MG,1,0,H,2018
6431,Flamengo,Palmeiras,1,1,D,2018
6432,Cruzeiro,Parana,3,1,H,2018
6433,Athletico-PR,Botafogo-RJ,2,1,H,2018
6434,Ceara,Atletico-MG,2,1,H,2018
6435,Fluminense,Vasco,0,1,A,2018
6436,Atletico-MG,Gremio,0,1,A,2018
6437,Palmeiras,Santos,3,2,H,2018
